,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_mexican_restaurant,full_address,geocoded
129507,1FJkiq7f5bfrRtxpRqlTRw,"""Pinto""","""6 Shandwick Place""",Edinburgh,EDH,EH2 4RN,55.9501205,-3.2087456,3.0,4,1,"6 Shandwick Place, Edinburgh, EDH, EH2 4RN","(55.9501205, -3.2087456)"
129626,ODjmz6khn1wsa1palLOmmA,"""Taco Del Mar""","""1239 S Higley Rd""",Mesa,AZ,85206,33.3918309,-111.7185088,2.5,7,1,"1239 S Higley Rd, Mesa, AZ, 85206","(33.3918309, -111.7185088)"
129697,6Q89zbIFWpjvzD5UWHVgcQ,"""Ceviches""","""152 Rue Napoleon""",Montréal,QC,H2W 1K8,45.5177232,-73.57658649999999,4.5,46,1,"152 Rue Napoleon, Montréal, QC, H2W 1K8","(45.5177232, -73.57658649999999)"
129829,luOWGdtAfsbrZ5kC_cjuYA,"""Ayala's AZ Kitchen Mexican Cafe""","""8427 W Peoria Ave""",Peoria,AZ,85345,33.5811256,-112.2408336,4.0,36,1,"8427 W Peoria Ave, Peoria, AZ, 85345","(33.5811256, -112.2408336)"
130025,laGCcj3wFTYrIpE5GH7T0g,"""Burrito Boyz""","""120 Peter Street""",Toronto,ON,M5V 2G7,43.647974,-79.3933093,4.0,6,1,"120 Peter Street, Toronto, ON, M5V 2G7","(43.647974, -79.3933093)"
130049,kkmnzRWOq9mJVpQQzgv-9w,"""Habanero's""","""52 Wellington Street E""",Toronto,ON,M5E 1C7,43.6485894,-79.3746026,2.0,22,1,"52 Wellington Street E, Toronto, ON, M5E 1C7","(43.6485894, -79.3746026)"
130335,nsEO3MRzYLKfgtID7gvArw,"""La Parrilla Suiza""","""3508 W Peoria Ave""",Phoenix,AZ,85029,33.5835197,-112.1346011,3.0,105,1,"3508 W Peoria Ave, Phoenix, AZ, 85029","(33.5835197, -112.1346011)"
130351,y9T2hG0brf3GSpZidxrTiA,"""Maria Bonita""","""151 Lakeshore Road E""",Oakville,ON,L6J 1H3,43.4448833,-79.6696027,3.0,17,1,"151 Lakeshore Road E, Oakville, ON, L6J 1H3","(43.4448833, -79.6696027)"
130403,OLG7Gou8kmTLxogtJyP6ZQ,"""Z-Teca""","""2014 Queen Street E""",Toronto,ON,M4L 1J3,43.6703357,-79.299156,1.5,5,1,"2014 Queen Street E, Toronto, ON, M4L 1J3","(43.6703357, -79.299156)"
130988,quBiDNgMLYoWP6Q2YSgZLg,"""Don Juan Cocina Mexicana & Cantina""","""1106 W University Ave""",Urbana,IL,61801,40.1166154,-88.22318109999999,3.0,23,1,"1106 W University Ave, Urbana, IL, 61801","(40.1166154, -88.22318109999999)"
131107,ltELYeBXsbkQPlH16e-mOg,"""Roberto's Taco Shop""","""7380 S Eastern Ave Ste 118""",Las Vegas,NV,89123,36.0560446,-115.1179043,2.0,3,1,"7380 S Eastern Ave Ste 118, Las Vegas, NV, 89123","(36.0560446, -115.1179043)"
131156,L4H5cnC-AHlOlkIwIwnQnA,"""International Bistro""","""13000 W Indian School Rd, Unit A-6""",Litchfield Park,AZ,85340,33.4948162,-112.3391323,4.0,8,1,"13000 W Indian School Rd, Unit A-6, Litchfield Park, AZ, 85340","(33.4948162, -112.3391323)"
131198,5UkvIlQLgEkHg9fCI1yUmw,"""Cocina Latina""","""5135 Albemarle Rd""",Charlotte,NC,28205,35.2017651,-80.76194939999999,4.5,5,1,"5135 Albemarle Rd, Charlotte, NC, 28205","(35.2017651, -80.76194939999999)"
131427,gxDwdsB-Lgmfq05F0lefJA,"""Arturo's Mexican Restaurant""","""13290 W Van Buren St""",Goodyear,AZ,85338,33.4503047,-112.3449999,4.5,3,1,"13290 W Van Buren St, Goodyear, AZ, 85338","(33.4503047, -112.3449999)"
131804,1jpYP-JNOEYCMIzP4OlGuQ,"""Braddah's Island Style""","""2330 S Rainbow Blvd""",Las Vegas,NV,89146,36.1462346,-115.2424305,4.0,569,1,"2330 S Rainbow Blvd, Las Vegas, NV, 89146","(36.1462346, -115.2424305)"
131831,h0eR5-U7hWtkKeYbqJIqPA,"""Luchita's Express""","""11311 Euclid Ave""",Cleveland,OH,44106,41.5087236,-81.6059985,4.5,7,1,"11311 Euclid Ave, Cleveland, OH, 44106","(41.5087236, -81.6059985)"
132468,BAzzSM3zMyYDDwJqgAwZVg,"""Rock Taco Cantina""","""3111 W Chandler Blvd, Ste 2146""",Chandler,AZ,85226,33.3014704,-111.8984059,2.5,27,1,"3111 W Chandler Blvd, Ste 2146, Chandler, AZ, 85226","(33.3014704, -111.8984059)"
132814,V_VQ9BgbLEzL9mPLQQlc6g,"""The Loco Lime""","""1101 Central Ave""",Charlotte,NC,28204,35.2217403,-80.8192229,3.5,104,1,"1101 Central Ave, Charlotte, NC, 28204","(35.2217403, -80.8192229)"
132966,erxmOSNUvDCmglakNyWfKw,"""Madres Mexican""","""200 Monroeville Mall""",Monroeville,PA,15146,40.4293155,-79.79499349999999,2.5,7,1,"200 Monroeville Mall, Monroeville, PA, 15146","(40.4293155, -79.79499349999999)"
133156,6U5QlK84UmPUgoJAwAcL9Q,"""California Taco Shop""","""2760 Saw Mill Run Blvd""",Pittsburgh,PA,15227,40.3782544,-79.99088540000001,3.5,27,1,"2760 Saw Mill Run Blvd, Pittsburgh, PA, 15227","(40.3782544, -79.99088540000001)"
133502,7-ZCMnteXgGIQ8jgJGS1XQ,"""Federico's""","""820 N 54th St""",Chandler,AZ,85226,33.3162672,-111.9688071,3.5,9,1,"820 N 54th St, Chandler, AZ, 85226","(33.3162672, -111.9688071)"
133621,-2q4dnUw0gGJniGW2aPamQ,"""Fiesta Ranchera""","""1805 S Neil St""",Champaign,IL,61820,40.0941487,-88.2457161,2.0,4,1,"1805 S Neil St, Champaign, IL, 61820","(40.0941487, -88.2457161)"
133862,I25YFbDL16lVcutPMNIlHA,"""Mi Familia Mexican Food""","""1985 W Happy Valley Rd, Ste 120""",Phoenix,AZ,85085,33.7122267,-112.1020003,2.5,14,1,"1985 W Happy Valley Rd, Ste 120, Phoenix, AZ, 85085","(33.7122267, -112.1020003)"
134014,rfdMlP5V4p37n3cDDGLFbg,"""Salty Señorita""","""1860 S Stapley Dr""",Mesa,AZ,85209,33.3815841,-111.8070665,2.5,31,1,"1860 S Stapley Dr, Mesa, AZ, 85209","(33.3815841, -111.8070665)"
134110,9KYaQI1qUalKuE_tGIXsZQ,"""Moe's Southwest Grill""","""325 W Elliot Rd""",Tempe,AZ,85284,33.34870009999999,-111.94489,2.5,11,1,"325 W Elliot Rd, Tempe, AZ, 85284","(33.34870009999999, -111.94489)"
134205,spnbqpkQsY79i5dL5qiRUg,"""Richardson's Cuisine of New Mexico""","""1582 E Bethany Home Rd""",Phoenix,AZ,85014,33.5240099,-112.0481493,4.0,103,1,"1582 E Bethany Home Rd, Phoenix, AZ, 85014","(33.5240099, -112.0481493)"
134271,nA3DdgIQVROeQg98YCyeZw,"""Gordy's Mexican Food""","""3701 E Southern Ave, Ste 3""",Mesa,AZ,85206,33.3922721,-111.7516009,4.5,14,1,"3701 E Southern Ave, Ste 3, Mesa, AZ, 85206","(33.3922721, -111.7516009)"
134500,GPFfDayKFotxiSxf0T3FBA,"""Ole Ole""","""169 King Street E""",Toronto,ON,M5A 1J4,43.6503484,-79.3713047,2.0,8,1,"169 King Street E, Toronto, ON, M5A 1J4","(43.6503484, -79.3713047)"
134525,GUsYtGG557XKlHaMH87erg,"""Chico's Tacos""","""530 E Mcdowell Rd, Ste 103""",Phoenix,AZ,85004,33.4663361,-112.0656444,3.0,95,1,"530 E Mcdowell Rd, Ste 103, Phoenix, AZ, 85004","(33.4663361, -112.0656444)"
134540,MkoiuqUFOnX8riewi6d2sQ,"""La Palapa""","""Pittsburgh Public Market, 2100 Smallman St""",Pittsburgh,PA,15203,40.4538071,-79.98048109999999,4.5,6,1,"Pittsburgh Public Market, 2100 Smallman St, Pittsburgh, PA, 15203","(40.4538071, -79.98048109999999)"
134551,oaap_zKAxkrlTBwF3onmXw,"""La Salsa""","""3500 Las Vegas Blvd S, Ste R06, The Forum Shops At Caesars""",Las Vegas,NV,89109,36.119001,-115.1761257,3.0,66,1,"3500 Las Vegas Blvd S, Ste R06, The Forum Shops At Caesars, Las Vegas, NV, 89109","(36.119001, -115.1761257)"
134645,C4eRHCr7u-cv8B7OaMQKsg,"""Quickies Mobile Foods""","""""",Phoenix,AZ,85001,33.4499672,-112.0702225,5.0,4,1,", Phoenix, AZ, 85001","(33.4499672, -112.0702225)"
134682,e5NgmNd8Y2JJ4YzDFoo5Ow,"""El Rico's Dos Mexican Food""","""1455 W Elliot Rd, Ste 101""",Gilbert,AZ,85233,33.3494324,-111.8211057,4.5,34,1,"1455 W Elliot Rd, Ste 101, Gilbert, AZ, 85233","(33.3494324, -111.8211057)"
135094,-u0rjFgBL33tgSl-zTn85g,"""Chi Chi's Tacos""","""""",Phoenix,AZ,85013,33.5080943,-112.0863874,5.0,5,1,", Phoenix, AZ, 85013","(33.5080943, -112.0863874)"
135153,Gj8ANgQ6FcWdhrpEwUsxqQ,"""El Taino""","""3038 Scranton Rd""",Cleveland,OH,44113,41.4708992,-81.6969391,2.5,4,1,"3038 Scranton Rd, Cleveland, OH, 44113","(41.4708992, -81.6969391)"
135215,a6RZ3ampzMPiu0drkw9WWw,"""Cozymel's Mexican Grill""","""355 Hughes Center Dr""",Las Vegas,NV,89109,36.1150197,-115.1564462,3.5,29,1,"355 Hughes Center Dr, Las Vegas, NV, 89109","(36.1150197, -115.1564462)"
135300,_iOYo01cCu0V55CC2j2IxQ,"""Don Rafa Taqueria""","""1467 N Dysart Rd, Ste 107""",Avondale,AZ,85323,33.4536187,-112.3388979,4.0,6,1,"1467 N Dysart Rd, Ste 107, Avondale, AZ, 85323","(33.4536187, -112.3388979)"
135357,3IwCop28R1_L5jMv6AkL8Q,"""Jalisco Cantina""","""3460 E Sunset Rd, Ste D""",Las Vegas,NV,89120,36.0723704,-115.099512,4.0,239,1,"3460 E Sunset Rd, Ste D, Las Vegas, NV, 89120","(36.0723704, -115.099512)"
135359,NikjKN4c0oOJwbjW158xBQ,"""Huauchinango Mexican Grill""","""7620 E McKellips Rd""",Scottsdale,AZ,85257,33.4517454,-111.9167108,4.0,35,1,"7620 E McKellips Rd, Scottsdale, AZ, 85257","(33.4517454, -111.9167108)"
135362,Xmndl6GoZg8taEUlwQMYxg,"""Tacos Jalisco""","""7150 E Thomas Rd""",Scottsdale,AZ,85251,33.4807128,-111.92754,3.5,25,1,"7150 E Thomas Rd, Scottsdale, AZ, 85251","(33.4807128, -111.92754)"
135363,9oJhLKDwfGOI2TAVyQCO8A,"""Two Hippies Beach House""","""3015 N Scottsdale Rd""",Scottsdale,AZ,85251,33.4820957,-111.9248961,3.5,22,1,"3015 N Scottsdale Rd, Scottsdale, AZ, 85251","(33.4820957, -111.9248961)"
135476,9qqdaSdeMV8tY4LBMZXvhg,"""Castillo Mexicano""","""2532 W Erie Ave""",Lorain,OH,44053,41.4583962,-82.2044554,3.0,44,1,"2532 W Erie Ave, Lorain, OH, 44053","(41.4583962, -82.2044554)"
135514,dyiNt5ZTQQsLpX3Vt-hWng,"""Mi Casita Mexican Restaurant & Taqueria""","""12207 Lorain Ave""",Cleveland,OH,44111,41.4602823,-81.7731053,3.0,13,1,"12207 Lorain Ave, Cleveland, OH, 44111","(41.4602823, -81.7731053)"
135623,HCsceGqc3Y3SiUxcpzNuDA,"""King Solomon's Pizza""","""4810 N 7th St""",Phoenix,AZ,85014,33.5079797,-112.0653261,4.5,16,1,"4810 N 7th St, Phoenix, AZ, 85014","(33.5079797, -112.0653261)"
135685,wZm86tTEhbWv3hek3iprZw,"""Taquitos and Beer""","""7710 W Lower Buckeye Rd""",Phoenix,AZ,85043,33.4236014,-112.2257809,3.0,15,1,"7710 W Lower Buckeye Rd, Phoenix, AZ, 85043","(33.4236014, -112.2257809)"
136152,_Y7090jnL5EezPib1ZVF1A,"""Roadrunner Saloon""","""9820 W Flamingo Rd""",Las Vegas,NV,89147,36.1158743,-115.3061219,3.0,106,1,"9820 W Flamingo Rd, Las Vegas, NV, 89147","(36.1158743, -115.3061219)"
136287,_BCwZIK6GYht9cM-HGLduQ,"""Las Jicaras Mexican Grill""","""722 W Hatcher Rd""",Phoenix,AZ,85021,33.571641,-112.0835464,4.5,20,1,"722 W Hatcher Rd, Phoenix, AZ, 85021","(33.571641, -112.0835464)"
136397,0HwrX6P6lh92F0f-A_QzjA,"""Sam's Cafe""","""2566 E Camelback Rd, Ste 201""",Phoenix,AZ,85016,33.5096687,-112.0260128,3.5,26,1,"2566 E Camelback Rd, Ste 201, Phoenix, AZ, 85016","(33.5096687, -112.0260128)"
136541,iYxooDMamdHoVzhSWsL0ow,"""Carnivore Peri Peri Grill""","""N 98th Ave""",Peoria,AZ,85345,33.5540924,-112.2703247,2.0,6,1,"N 98th Ave, Peoria, AZ, 85345","(33.5540924, -112.2703247)"
136883,Lvg2y48cv7xFUJBqoUXmvw,"""Happy Grill Mexican Restaurant""","""2810 E Washington Ave, Ste A""",Madison,WI,53704,43.1029911,-89.3457048,3.0,17,1,"2810 E Washington Ave, Ste A, Madison, WI, 53704","(43.1029911, -89.3457048)"
136915,BhUDq-HSrqMFfR03V2FoQQ,"""Rancho Relaxo To Go""","""300 College Street""",Toronto,ON,M5T 1R9,43.6579876,-79.4017315,3.0,4,1,"300 College Street, Toronto, ON, M5T 1R9","(43.6579876, -79.4017315)"
136975,ITRBrOOVQJEgc5dbxV1Bbw,"""La Flor De Michoacan""","""9550 W Van Buren St""",Tolleson,AZ,85353,33.451176,-112.2649937,3.5,25,1,"9550 W Van Buren St, Tolleson, AZ, 85353","(33.451176, -112.2649937)"
137121,OfITr0B8bZU3vukSQJIrWQ,"""Milagro Grill""","""4280 E Indian School Rd, Ste 101""",Phoenix,AZ,85018,33.4953159,-111.9894619,4.0,174,1,"4280 E Indian School Rd, Ste 101, Phoenix, AZ, 85018","(33.4953159, -111.9894619)"
137144,QgcVHtK4som693gpaCWh6A,"""Asada Mexican Grill""","""1991 Yonge Street""",Toronto,ON,M4S 1Z8,43.7005696,-79.3968091,3.5,14,1,"1991 Yonge Street, Toronto, ON, M4S 1Z8","(43.7005696, -79.3968091)"
137305,ccQhq9pSd_5wj1yMwiM7iA,"""Amando's Bros""","""949 W Camelback Rd""",Phoenix,AZ,85013,33.5091732,-112.0867367,3.0,4,1,"949 W Camelback Rd, Phoenix, AZ, 85013","(33.5091732, -112.0867367)"
137486,cp0F3ayzAFOBKc16oMbBKw,"""Mizestro""","""8918 Brecksville Rd""",Brecksville,OH,44141,41.3194869,-81.6271665,4.5,44,1,"8918 Brecksville Rd, Brecksville, OH, 44141","(41.3194869, -81.6271665)"
137718,2o8YsY97f73GnZgPtTNAvg,"""Sandbar Mexican Grill""","""9868 W Northern Ave""",Peoria,AZ,85345,33.5520686,-112.2718861,3.0,60,1,"9868 W Northern Ave, Peoria, AZ, 85345","(33.5520686, -112.2718861)"
137759,qoUo4VY2KpPmHbFVYcxGog,"""Dos Amigos""","""1201 Bathurst Street""",Toronto,ON,M5R 3H3,43.6752867,-79.41501509999999,3.5,33,1,"1201 Bathurst Street, Toronto, ON, M5R 3H3","(43.6752867, -79.41501509999999)"
137793,PpwnEPXJwxnmBveEjgb5-w,"""Cozumel""","""16311 Brookpark Rd""",Brook Park,OH,44142,41.4182942,-81.8128289,4.0,4,1,"16311 Brookpark Rd, Brook Park, OH, 44142","(41.4182942, -81.8128289)"
138545,ZSnAyj829ZcaGGxs-6sArA,"""Luchita's Mexican Restaurant""","""7431 Ridge Rd""",Cleveland,OH,44129,41.3634081,-81.73362949999999,2.0,3,1,"7431 Ridge Rd, Cleveland, OH, 44129","(41.3634081, -81.73362949999999)"
138618,QuZ_QZbW6Th-SouyQyCJ2A,"""La Palapa""","""2477 E Tropicana Ave""",Las Vegas,NV,89121,36.0988268,-115.116394,3.5,10,1,"2477 E Tropicana Ave, Las Vegas, NV, 89121","(36.0988268, -115.116394)"
138687,Aj9FEJdUtZhgsdHazNzMnQ,"""Pink Taco""","""7135 E Camelback Rd""",Scottsdale,AZ,85251,33.501794,-111.92837,2.5,54,1,"7135 E Camelback Rd, Scottsdale, AZ, 85251","(33.501794, -111.92837)"
138956,kDPoIEC_YCIQixAyD7Ex3g,"""Roberto's Taco Shop""","""1513 W Craig Rd""",North Las Vegas,NV,89032,36.2388943,-115.1630206,4.0,9,1,"1513 W Craig Rd, North Las Vegas, NV, 89032","(36.2388943, -115.1630206)"
139034,aDAgex-HXefRvuTvxhq_Jg,"""Rancho Los Alazanes Mexican Restaurant""","""8053 Mayfield Rd""",Chesterland,OH,44026,41.5213453,-81.3545077,3.5,33,1,"8053 Mayfield Rd, Chesterland, OH, 44026","(41.5213453, -81.3545077)"
139123,S_VE4sLb8Tu59VYIgwc5Sw,"""Don Jose Mexican Grill""","""6520 Steubenville Pike""",Pittsburgh,PA,15205,40.4494415,-80.160547,4.0,23,1,"6520 Steubenville Pike, Pittsburgh, PA, 15205","(40.4494415, -80.160547)"
139133,4gO38_nlrPCHqEcs_6-AAg,"""Roseangel""","""5800 Detroit Ave""",Cleveland,OH,44102,41.4852089,-81.72649040000002,2.5,25,1,"5800 Detroit Ave, Cleveland, OH, 44102","(41.4852089, -81.72649040000002)"
139182,c0F2t2j9MJ2gUBUPky-dqw,"""Barrio Urbano""","""5632 N 7th St""",Phoenix,AZ,85014,33.5193147,-112.065289,3.5,178,1,"5632 N 7th St, Phoenix, AZ, 85014","(33.5193147, -112.065289)"
139289,6J89kFOcOOX1tuphLc93DA,"""Three Amigos Mexican Grill & Cantina""","""3428 N Tryon St""",Charlotte,NC,28206,35.2538501,-80.8056244,4.5,9,1,"3428 N Tryon St, Charlotte, NC, 28206","(35.2538501, -80.8056244)"
139692,4tiFtmGNFcvKRSPXPVT8Hw,"""Mercadito""","""Red Rock Casino, 11011 W Charleston Blvd""",Las Vegas,NV,89135,36.1570155,-115.3335672,3.5,413,1,"Red Rock Casino, 11011 W Charleston Blvd, Las Vegas, NV, 89135","(36.1570155, -115.3335672)"
139709,Dfbg3m2ce1VUzJ5i6Z7IuA,"""Desnudo Tacos""","""3240 Arville St""",Las Vegas,NV,89102,36.1307785,-115.1988297,4.0,58,1,"3240 Arville St, Las Vegas, NV, 89102","(36.1307785, -115.1988297)"
139957,ZJdOOIubTizd1eqECkeK-Q,"""Gran Agave Mexican Restaurant""","""152 E Bridge St""",Homestead,PA,15120,40.4085378,-79.9150943,3.5,124,1,"152 E Bridge St, Homestead, PA, 15120","(40.4085378, -79.9150943)"
140074,J_FXaFQQyx3NB8Q7fVPsFg,"""Viva! Mexico""","""13570 Ridge Rd""",North Royalton,OH,44133,41.316275,-81.736273,2.5,9,1,"13570 Ridge Rd, North Royalton, OH, 44133","(41.316275, -81.736273)"
140851,OwOMoh48nxjIgPkGU9RxGQ,"""Los Sombreros""","""14795 N Northsight Blvd""",Scottsdale,AZ,85260,33.6199241,-111.8974278,3.0,75,1,"14795 N Northsight Blvd, Scottsdale, AZ, 85260","(33.6199241, -111.8974278)"
141045,hvOE0XwbC4UPfuHHiC_frg,"""Dos Mas Arizona Mexican Grill""","""8110 W Union Hills Dr, Ste 350""",Glendale,AZ,85308,33.653518,-112.2336283,2.0,15,1,"8110 W Union Hills Dr, Ste 350, Glendale, AZ, 85308","(33.653518, -112.2336283)"
141089,3MhH_4rYYOZCKydIW-WrWg,"""Burrito King""","""846-898 E Champaign Ave""",Rantoul,IL,61866,40.30811190000001,-88.146499,4.5,3,1,"846-898 E Champaign Ave, Rantoul, IL, 61866","(40.30811190000001, -88.146499)"
141094,LVyoW7-2XMnb1avqWNZ3yw,"""Los Olivos Norte""","""15544 N Pima Rd""",Scottsdale,AZ,85260,33.6271626,-111.8915929,3.0,105,1,"15544 N Pima Rd, Scottsdale, AZ, 85260","(33.6271626, -111.8915929)"
141149,gDZm9f38d5Liuvcd75_FZg,"""Moe's Southwest Grill""","""9500 Euclid Ave""",Cleveland,OH,44195,41.50253900000001,-81.6210658,2.5,5,1,"9500 Euclid Ave, Cleveland, OH, 44195","(41.50253900000001, -81.6210658)"
141153,7gioEp7-iwcexseCiXZWqA,"""Big City Burrito""","""681 E Apache Blvd, Ste 107""",Tempe,AZ,85281,33.4141492,-111.9289643,5.0,4,1,"681 E Apache Blvd, Ste 107, Tempe, AZ, 85281","(33.4141492, -111.9289643)"
141225,6zjv75DW7a_XkYiBBb3S7A,"""Tio Julios""","""18 W Pacific Ave""",Henderson,NV,89015,36.0334876,-114.9856658,3.0,4,1,"18 W Pacific Ave, Henderson, NV, 89015","(36.0334876, -114.9856658)"
141508,QxbVPV2xndVP-nT1IRKF1w,"""El Torero""","""2312 W Springfield Ave""",Champaign,IL,61821,40.1131208,-88.2858277,3.5,16,1,"2312 W Springfield Ave, Champaign, IL, 61821","(40.1131208, -88.2858277)"
141561,idwwA8MR1e3tmuOwOnoBuw,"""Carniceria El Mexicano""","""12420 W Thunderbird Rd""",El Mirage,AZ,85335,33.6098677,-112.3271713,4.5,5,1,"12420 W Thunderbird Rd, El Mirage, AZ, 85335","(33.6098677, -112.3271713)"
141732,3TxhQKVNLKqRKITPrZQlGg,"""Trailer Park Restaurant""","""1001 E. 8th St.""",Tempe,AZ,85281,33.4201849,-111.9233734,3.0,27,1,"1001 E. 8th St., Tempe, AZ, 85281","(33.4201849, -111.9233734)"
142295,93m3gkNGPFKfLFT4OL4nqw,"""Taqueria Burrito Bar""","""2 Bloor Street W""",North York,ON,M4Y 2B5,43.6704775,-79.3872741,2.5,13,1,"2 Bloor Street W, North York, ON, M4Y 2B5","(43.6704775, -79.3872741)"
142381,_p5oMYHQ4QIOqId1rehUzg,"""Baja Fresh""","""1292 S Nellis Blvd, Ste A""",Las Vegas,NV,89104,36.1566045,-115.0621835,2.5,13,1,"1292 S Nellis Blvd, Ste A, Las Vegas, NV, 89104","(36.1566045, -115.0621835)"
142503,9Ioq8wnP0H2PhajGW1jXzw,"""Salsa's Mexican Restaurant""","""6676 Carmel Rd""",Charlotte,NC,28226,35.0854765,-80.8477039,3.5,19,1,"6676 Carmel Rd, Charlotte, NC, 28226","(35.0854765, -80.8477039)"
142795,vAbi9FqUpOdspJkLO3z6pw,"""El Chico""","""Bolzstr. 10""",Stuttgart,BW,70173,48.780411,9.177695,2.5,45,1,"Bolzstr. 10, Stuttgart, BW, 70173","(48.780411, 9.177695)"
142905,aBji25npHv54Y5WJiBXX_w,"""Cilantros Taco Grill""","""2490 E Desert Inn Rd""",Las Vegas,NV,89121,36.1301125,-115.116584,2.5,14,1,"2490 E Desert Inn Rd, Las Vegas, NV, 89121","(36.1301125, -115.116584)"
143052,5FiHMCC83kDlIV0m9y-iqA,"""Luchitas Mexican Restaurante""","""1134 Abbe Rd N""",Elyria,OH,44035,41.4154162,-82.0777596,3.0,4,1,"1134 Abbe Rd N, Elyria, OH, 44035","(41.4154162, -82.0777596)"
143110,h9JtnWjxRaL6tB3zNCkgKA,"""Rinconcito Guanaco""","""1750 S Rainbow Blvd""",Las Vegas,NV,89146,36.1526193,-115.2424074,4.0,3,1,"1750 S Rainbow Blvd, Las Vegas, NV, 89146","(36.1526193, -115.2424074)"
143222,CbsOgBLjr9x8Y282vt2OoQ,"""Pure Burrito""","""3130 Driwood Ct""",Charlotte,NC,28269,35.342497,-80.7707168,2.5,7,1,"3130 Driwood Ct, Charlotte, NC, 28269","(35.342497, -80.7707168)"
143584,epWUSVMy4iBNoIyoymTt_g,"""Pedritos Mexican Food""","""2753 E Broadway Rd""",Mesa,AZ,85204,33.4063574,-111.7716668,3.5,13,1,"2753 E Broadway Rd, Mesa, AZ, 85204","(33.4063574, -111.7716668)"
143653,ZBq7AD95c2kPei76KVewQQ,"""Texicali Taco & Tequila Bar""","""900 NC Music Factory""",Charlotte,NC,28206,35.239221,-80.844639,2.0,45,1,"900 NC Music Factory, Charlotte, NC, 28206","(35.239221, -80.844639)"
143898,B1sevFEjgsKPvkTz10ESJw,"""Moe's Southwest Grill""","""2215 Ayrsley Town Blvd""",Charlotte,NC,28273,35.1380944,-80.93524579999999,3.5,11,1,"2215 Ayrsley Town Blvd, Charlotte, NC, 28273","(35.1380944, -80.93524579999999)"
143934,sSbhLkw1B58zLeUtv5lpaQ,"""Cilantros True Mexican Cuisine""","""3886 W Sahara Ave""",Las Vegas,NV,89102,36.1454792,-115.1933392,5.0,6,1,"3886 W Sahara Ave, Las Vegas, NV, 89102","(36.1454792, -115.1933392)"
144189,VONg0lyHm7fUdARWjkkjCQ,"""Las Enchiladas Demama""","""2250 E Tropicana Ave, Ste 20""",Las Vegas,NV,89119,36.1012572,-115.1215178,4.5,67,1,"2250 E Tropicana Ave, Ste 20, Las Vegas, NV, 89119","(36.1012572, -115.1215178)"
144266,2hGAmn6CJKT-Q1deaEBtGw,"""Pasqual's""","""1851 Monroe St""",Madison,WI,53711,43.0647302,-89.41696499999999,3.0,64,1,"1851 Monroe St, Madison, WI, 53711","(43.0647302, -89.41696499999999)"
144434,MQu-unZeJadbVhN3Y1vyuA,"""Restaurant 2 DOS Potrillos""","""139 S Water St""",Henderson,NV,89015,36.0328677,-114.9828561,2.5,24,1,"139 S Water St, Henderson, NV, 89015","(36.0328677, -114.9828561)"
144873,uQdk6xm0TE4qji48yysRDA,"""Gourmet Gringos Kitchen""","""15380 Bayview Avenue""",Aurora,ON,L4G 0K7,44.008107,-79.4452924,2.5,33,1,"15380 Bayview Avenue, Aurora, ON, L4G 0K7","(44.008107, -79.4452924)"
144961,WXzA4jW-E2UtaFd3v86Xfw,"""Sitara Hookah Lounge""","""9890 S Maryland Pkwy, Ste 18""",Las Vegas,NV,89183,36.010151,-115.1361567,3.5,29,1,"9890 S Maryland Pkwy, Ste 18, Las Vegas, NV, 89183","(36.010151, -115.1361567)"
144997,7pkiQvVfcsa-wtBEeNHHUg,"""Hot Head Burritos""","""725 S Green Valley Pkwy""",Henderson,NV,89052,36.0015581,-115.083553,3.5,101,1,"725 S Green Valley Pkwy, Henderson, NV, 89052","(36.0015581, -115.083553)"
145608,bxPa15MkcQ8A1JtN0_dOIQ,"""Jordan's Mexican Food""","""2633 N Central Ave""",Phoenix,AZ,85004,33.477607,-112.073487,2.0,4,1,"2633 N Central Ave, Phoenix, AZ, 85004","(33.477607, -112.073487)"
145642,sMIaQ79Kg7H6FKT41SULEA,"""Tortas Ahogadas El Pariente""","""2560 N Las Vegas Blvd, Ste 9""",North Las Vegas,NV,89030,36.2060947,-115.1122657,3.5,3,1,"2560 N Las Vegas Blvd, Ste 9, North Las Vegas, NV, 89030","(36.2060947, -115.1122657)"
145659,UUfioP3G4Qowm0x2HQlPtA,"""Hot Head Burritos""","""10550 S Highlands Pkwy""",Las Vegas,NV,89141,35.997607,-115.2055664,3.5,106,1,"10550 S Highlands Pkwy, Las Vegas, NV, 89141","(35.997607, -115.2055664)"
145712,VKmt_G2KSkAAFLRWyiGK2w,"""Hal-O-Penos Mexican  Restaurant""","""5124 W Northern Ave""",Glendale,AZ,85301,33.5539871,-112.1698593,4.0,11,1,"5124 W Northern Ave, Glendale, AZ, 85301","(33.5539871, -112.1698593)"
145798,RR6XY5pmyb5VysjDMR36ww,"""Fiesta Jalisco""","""131 E John St""",Matthews,NC,28105,35.1154074,-80.720792,3.0,11,1,"131 E John St, Matthews, NC, 28105","(35.1154074, -80.720792)"
145950,CpUfCSFoTNlZRzzz5U9V0w,"""Mexican Village Restaurant""","""1409 Brookpark Rd""",Cleveland,OH,44109,41.4190569,-81.689167,3.0,12,1,"1409 Brookpark Rd, Cleveland, OH, 44109","(41.4190569, -81.689167)"
